Token,Chapter_Category,Word_Count,Token_Type,Has_Handshape_Analysis,Handshapes,Sign_Description
KOFORIDUA,Travel and Directions,1,Single word,No,,"Sign the letters ""K"" and ""A"" while slightly moving the hand to the right."
KOFUR,Politics,1,Single word,Yes,"""K"" hand","Tap the ""K"" hand to the nose twice."
KOKO,Food,1,Single word,Yes,"""X"" hand; Index finger (1)","Place your index finger over your mouth and bend the finger into the ""X"" hand."
KOKONTE,Food,1,Single word,Yes,"""B"" hand; ""S"" hand","1. Pound both ""S"" hands up and down. 2. Circle the ""B"" hand in your left palm."
KONTOMIRE,Food,1,Single word,Yes,"""K"" hand; Flat hand","Place the left flat hand against your forearm and swing the right ""K"" hand back and forth."
KOTOKO,Sports and Games,1,Single word,Yes,"""K"" hand; ""X"" hand","Move the right ""K"" hand back toward your body while changing it into the ""X"" hand."
KUMASI,Travel and Directions,1,Single word,No,,"Sign the letters ""K"" and ""I"" while slightly moving the hand to the right."
KUNDUM,Festivals and Holidays,1,Single word,Yes,Curved hand,Push your curved hands forward and up slightly from the waist.
KWAME NKRUMA,Politics,2,Multi-word phrase,No,,"Sign the letters ""N"" and ""K"" at the temple."
LAB,Health,1,Single word,Yes,"""L"" hand","Alternate dropping the ""L"" hands in front of your chest."
LADY,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand; Open hand","Make the sign for ""GIRL"" then place the open hand with your thumb against your chest."
LAKE,Science and Nature,1,Single word,No,,"Touch the thumbs of both ‘L"" hands together then curve them backward into the same position."
LARGE,Opposites and Questions,1,Single word,Yes,"""L"" hand","Hold both ""L"" hands to the front with palms inward then move them outward simultaneously."
LAST,Time,1,Single word,Yes,"""I"" hand; Little finger (I)","Using both ""I"" hands, strike the little fingers together."
LATE,Time,1,Single word,Yes,"""L"" hand","Pull the ""L"" hand backward at your waist."
LATER,Time,1,Single word,Yes,"""L"" hand","Place the ""L"" hand at the side of your face and draw it forward."
LAUGH,Activities,1,Single word,Yes,Flat hand,Place both flat hands with palms down at opposite sides of your mouth and lift the hands up in arcs.
LAW,Politics,1,Single word,Yes,"""L"" hand","Move the ""L"" hand from your fingertips to your palm."
LAWYER,Work,1,Single word,Yes,"""L"" hand; Flat hand","Move the ""L"" hand from your fingertips to your palm then slide your flat hands down the body."
LAZY,Emotions and Character,1,Single word,Yes,"""L"" hand","Tap your left shoulder with the ""L"" hand twice."
LEAD,Activities,1,Single word,Yes,Flat hand,Place the right fingertips into the palm of the left flat hand then move hands forward from the body.
LEAVE ONE BY ONE,Idiomatic Expressions,4,Multi-word phrase,Yes,Index finger (1),Pop your index fingers up and outward in an alternating pattern.
LEFT,Travel and Directions,1,Single word,Yes,"""L"" hand","Slide the left ""L"" hand to the left."
LEMON,Food,1,Single word,Yes,"""L"" hand","Place the thumb of the ""L"" hand on the corner of the mouth and twist back and forth."
LESBIAN,Health,1,Single word,Yes,"""L"" hand","Place the ""L"" hand on your chin."
LESSON,Education and Communication,1,Single word,Yes,"""L"" hand","Tap the right ""L"" hand up your arm a few times."
LET DOWN,Idiomatic Expressions,2,Multi-word phrase,Yes,"""V"" hand","Place the ""V"" hand against your neck."
LETTUCE,Food,1,Single word,Yes,"""L"" hand; Flat hand","Place the right arm on the flat left hand and swing the ""L"" hand back and forth."
LIBATION,Festivals and Holidays,1,Single word,Yes,"""G"" hand","Place the modified ""G"" hand at your waist and tip forward as if pouring something."
LIBRARY,Education and Communication,1,Single word,Yes,"""L"" hand","Circle the ""L"" hand in front of your body."
LICENSE,Travel and Directions,1,Single word,Yes,"""L"" hand","Tap the thumbs of both ""L"" hands together twice."
LIE,Activities,1,Single word,Yes,Index finger (1),Draw your index finger across your chin.
LIE DOWN,Health,2,Multi-word phrase,Yes,"""V"" hand","Place the upturned ""V"" hand into the left palm."
LIGHT,Opposites and Questions,1,Single word,Yes,Middle finger (8),Place both middle fingers on your waist and lift both hands up your body simultaneoulsy a few times.
LIGHTNING,Science and Nature,1,Single word,Yes,Index finger (1),Draw a zig-zag in the air with your index finger.
LIKE,Ideas and Mental Action,1,Single word,Yes,Middle finger (8); Open hand,Place the right open hand on your chest and draw forward while meeting the thumb and middle finger.
LINE,Education and Communication,1,Single word,Yes,Little finger (I),Place the little fingertips together and pull away in opposite directions.
LINE UP,Activities,2,Multi-word phrase,Yes,"""B"" hand","Place the right ""B"" hand behind the left then move the right hand back while the left hand remains still."
LION,Animals,1,Single word,Yes,Clawed hand,Move the clawed hand backward over the head.
LIQUID,Science and Nature,1,Single word,Yes,"""W"" hand","Place the index finger of the ""W"" hand to your lips a few times."
LIQUOR,Food,1,Single word,Yes,ILY hand,"Strike both ""ILY"" hands together at the wrists."
LIST,Money,1,Single word,Yes,Bent hand,Place the fingertips of the right bent hand on the left palm and move down in several short arcs.
LISTEN,Activities,1,Single word,Yes,"""L"" hand","Move the right ""L"" hand to the ear a few times."
LIVE,Health,1,Single word,Yes,"""L"" hand","Draw both ""L"" hands up your body from the waist."
LIZARD,Animals,1,Single word,Yes,"""U"" hand","Place the ""U"" hand at the mouth fingertips facing the lips then move the ""U"" hand to the back of the wrist."
LOCAL,Travel and Directions,1,Single word,Yes,"""L"" hand; Index finger (1)","Place the right ""L"" hand on the left index finger and swing it forward and around."
LOCALITY,Idiomatic Expressions,1,Single word,Yes,Open hand,Encircle the area in front of you with an open hand facing down.
LONELY,Emotions and Character,1,Single word,Yes,Index finger (1),"With very little motion, spin your right index finger in a small circle."
LONG,Time,1,Single word,Yes,Index finger (1),Pull the right index finger up your arm fron the wrist.
LONG JUMP,Sports and Games,2,Multi-word phrase,Yes,"""V"" hand","Move the right ""V"" hand in an upward arc over the fingers of the left hand."
LORD,Religion,1,Single word,Yes,"""L"" hand","Move the ""L"" hand from your left shoulder to your right hip."
LOSE,Opposites and Questions,1,Single word,Yes,Curved hand; Open hand,Hold the fingertips of both curved hands together then drop both hands and rotate down and into open hands.
LOVE,Emotions and Character,1,Single word,Yes,"""S"" hand","Cross both arms with ""S"" hands at your chest."
LOW,Travel and Directions,1,Single word,Yes,"""L"" hand; Flat hand","Slide the ""L"" hand down the flat left hand."
LOW INTELLEGENCE,Idiomatic Expressions,2,Multi-word phrase,Yes,"""Q"" hand","Point to your head then turn outward into the ""Q"" hand."
LOWERCASE LETTER,Grammar and Parts of Speech,2,Multi-word phrase,Yes,"""A"" hand; ""Q"" hand","Hold the ""Q"" hand in front of your body then place the thumb of the ""A"" hand on the left palm."
LUCKY,Emotions and Character,1,Single word,Yes,Middle finger (8),Touch the middle finger of your right hand to your lips then twist forward with the palm facing outward.
LUDO,Sports and Games,1,Single word,Yes,"""A"" hand; ""Q"" hand","Move the downturned right ""A"" hand across the body so it becomes the ""Q"" hand."
LUNCH,Food,1,Single word,Yes,"""L"" hand","Move the ""L"" hand toward the mouth a few times."
MACHINE,Science and Nature,1,Single word,Yes,Clawed hand,Interlock the fingers of both clawed hands and shake hands.
MAIZE,Food,1,Single word,Yes,Flat hand; Little finger (I),Grasp the flat left hand in the right and pull the thumb down from the little finger a few times.
MAKE,Activities,1,Single word,Yes,"""S"" hand","Place both ""S"" hands on top of each other, then twist both hands backward and forward at the wrists."
MALARIA,Health,1,Single word,Yes,Flat hand; Middle finger (8); Pinch (thumb + index),Pinch the skin of your arm with the thumb and middle finger then slap the arm with the flat hand.
MALI,Travel and Directions,1,Single word,Yes,"""M"" hand","Circle the left wrist with the ""M"" hand."
MALTA,Food,1,Single word,Yes,"""M"" hand","Place the ""M"" hand against the cheek and rotate in a backward motion."
MAMPONG SCHOOLFOR THE DEAF,Travel and Directions,4,Multi-word phrase,No,,"Sign the letters ""M"" and ""P"" while slightly moving the hand to the right."
MAN,"Family, People, and Pronouns",1,Single word,Yes,AND hand (flat O),"Make the sign for ""BOY"" and raise the hand to the top of the forehead."
MANCHESTER CITY,Sports and Games,2,Multi-word phrase,Yes,"""C"" hand; Index finger (1)","Pull your right hand forward from the forehead then tap the thumb of the ""C"" hand with the index finger."
MANCHESTER UNITED,Sports and Games,2,Multi-word phrase,Yes,"""U"" hand","Pull your right hand forward from the forehead then rotate both ""U"" hands in front of your body."
MANGO,Food,1,Single word,Yes,AND hand (flat O),"Place the ""AND"" hand at the mouth and open and close the thumb and fingers together."
MANY,Money,1,Single word,Yes,"""S"" hand","Bring the ""S"" hands together palms up and then open the hands upward and out with fingers spread."
MARCH,Time,1,Single word,Yes,"""M"" hand","Press ""M"" hand into the left palm then the back of the left hand."
MARKET,Food,1,Single word,Yes,"""M"" hand","Place the ""M"" hands at the waist and swing both hands forward slightly a few times."
MARKET PERSON,Work,2,Multi-word phrase,Yes,"""M"" hand; Flat hand","Swing both ""M"" hands at the waist a few times then slide your flat hands down the body."
MARRIAGE,"Family, People, and Pronouns",1,Single word,No,,Clasp both hands together at your front.
MARY,Religion,1,Single word,Yes,"""M"" hand","Tap the ""M"" hand against your chin twice."
MAT,Home and Clothing,1,Single word,Yes,AND hand (flat O); Flat hand,"Pull both ""AND"" hands back to the body while forming flat hands."
MATE,Work,1,Single word,Yes,Index finger (1),Wave your index finger back and forth in the air.
MATERIALS,Home and Clothing,1,Single word,Yes,"""M"" hand","Bounce the ""M"" hand with the palm up a few times as you move it to the right."
MATH,Money,1,Single word,Yes,"""M"" hand","Slide the back of the right ""M"" hand over the top of the left ""M"" hand a few times."
MAY,Time,1,Single word,Yes,"""M"" hand; ""Y"" hand","Press ""M"" hand into the left palm then the ""Y"" hand to the back of the left hand."
MAYBE,Ideas and Mental Action,1,Single word,Yes,Flat hand,Alternate lifting both upturned flat hands.
ME,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),Point the index finger to the chest.
MEANING,Ideas and Mental Action,1,Single word,Yes,"""M"" hand","Press the fingertips of the ""M"" hand into the left palm and rotate the right hand slightly."
MEASURE,Money,1,Single word,Yes,"""A"" hand","With both ""A"" hand thumbs touching, move the ""A"" hands outward in opposite directions."
MEAT,Food,1,Single word,Yes,Index finger (1); Pinch (thumb + index),Pinch the skin of the left hand between the right thumb and index finger.
MEDICINE,Health,1,Single word,Yes,Middle finger (8),Touch the middle fingertip to your left plam and wiggle the hand.
MEET,Activities,1,Single word,Yes,Index finger (1),"With index fingers up, bring both hands together."
MEETING,Education and Communication,1,Single word,Yes,"""B"" hand","Place the fingertips of both ""B"" hands together in front of your body."
MEMBER,Politics,1,Single word,Yes,"""M"" hand","Place the ""M"" hand on your right chest then move it to the left chest."
MEMORY,Ideas and Mental Action,1,Single word,Yes,"""M"" hand","Place the ""M"" hand at your temple and pull back."
MENSTRUATION,Health,1,Single word,Yes,"""M"" hand","Tap your cheek with the ""M"" hand twice."
MENTAL,Health,1,Single word,Yes,"""M"" hand","Place the fingertips of the ""M"" hand at your temple then lift the wrist up and down."
MERCY,Religion,1,Single word,Yes,Middle finger (8),"With middle fingers pointing down, circle both hands over each other."
METAL,Science and Nature,1,Single word,Yes,"""M"" hand","Place the ""M"" hand by the ear and swing it back and forth."
METHODIST,Religion,1,Single word,Yes,"""M"" hand","Using the ""M"" hand, encircle the upturned palm then place your fingertips in the left palm."
MIDDLE,Travel and Directions,1,Single word,Yes,Bent hand; Flat hand,"With both flat hands out, change the right hand to a bent hand and touch the fingertips to your palm."
MILK,Food,1,Single word,Yes,"""A"" hand","Squeeze both ""A"" hands up and down alternately."
MILLET,Food,1,Single word,Yes,"""M"" hand; Index finger (1)","Place the fingers of the ""M"" hand at the left index finger and flick them upward a few times."
MILO,Food,1,Single word,Yes,"""C"" hand","Rotate the thumb and index finger of the ""F"" and over the ""C"" hand."
MIND,Health,1,Single word,Yes,"""M"" hand","Place the fingertips of the ""M"" hand against your temple."
MIND'S EYE,Idiomatic Expressions,2,Multi-word phrase,Yes,Index finger (1),Hold the right index finger above the back of your head.
MINERAL,Food,1,Single word,Yes,"""U"" hand","Place the ""U"" hand at the chin and rotate in a circular motion."
MINISTRY,Politics,1,Single word,Yes,"""M"" hand","Starting at the temple, swing the ""M"" hand around to the forehead."
MINUTES,Time,1,Single word,Yes,"""M"" hand","Place the fingertips of the ""M"" hand into the left palm and twist forward slightly."
MIRACLE,Religion,1,Single word,Yes,"""M"" hand","Bring both ""M"" hands down from head level to the abdomen."
MIRROR,Home and Clothing,1,Single word,Yes,Flat hand; Middle finger (8),Touch the middle finger to your teeth then open to the flat hand in front of your face and look at the palm.
MISS,Emotions and Character,1,Single word,Yes,AND hand (flat O),"Pull your open right hand down from the left and into the ""AND"" hand."
MISUNDERSTAND,Ideas and Mental Action,1,Single word,Yes,"""V"" hand; Middle finger (8)","Touch the index finger of the ""V"" hand to the temple and swing around to touch the middle finger."
MOCK,Activities,1,Single word,Yes,ILY hand,"Place one ""ILY"" hand slightly in front of the other and rock both hands forward simultaneously."
MONDAY,Time,1,Single word,Yes,"""M"" hand","With your wrist pointing away from your body, rotate the ""M"" hand."
MONKEY,Animals,1,Single word,Yes,Clawed hand,Scratch the side of the abdomen with both clawed hands.
MONTH,Time,1,Single word,Yes,Index finger (1),"With both index fingers forward, slide the right hand down the left."
MOODY,Emotions and Character,1,Single word,Yes,Clawed hand,Push the clawed hand at your face twice.
MOON,Science and Nature,1,Single word,Yes,"""C"" hand","Place the ""C"" hand around your eye."
MORAL,Religion,1,Single word,Yes,"""M"" hand","Circle your heart with the ""M"" hand."
MORE,Money,1,Single word,Yes,AND hand (flat O),"Tap the fingertips of both ""AND"" hands together a few tiems."
MORMON,Religion,1,Single word,Yes,"""M"" hand","Pull the ""M"" hand down and away from the eye."
MORNING,Time,1,Single word,No,,Place the left hand in the inner elbow of the right arm with both palms facing upward.
MORTAR AND PESTLE,Food,3,Multi-word phrase,Yes,"""S"" hand","Grind the ""S"" hand against the left palm."
MOSES,Religion,1,Single word,No,,Place figertips against your temple and the thumb on your cheek then pull your hands away and close fingers.
MOSQUE,Religion,1,Single word,Yes,"""M"" hand","Tap the left wrist with the ""M"" hand twice."
MOSQUITO,Animals,1,Single word,Yes,Middle finger (8); Pinch (thumb + index),Pinch the skin of the forearm with the middle finger and thumb of the right hand then slap arm.
MOST,Money,1,Single word,Yes,"""A"" hand","Knock the knuckles together as you move one ""A"" hand upward and the other ""A"" hand downward."
MOTHER,"Family, People, and Pronouns",1,Single word,Yes,Open hand,Touch the chin with the thumb of your open hand.
MOTORCYLE,Travel and Directions,1,Single word,Yes,"""S"" hand","Place both ""S"" hands at your waist then twist both hands back."
MOUNTAIN,Science and Nature,1,Single word,Yes,"""A"" hand","Place the little finger of the ""A"" hand on your left shoulder then arc it to your left wrist."
MOUSE,Animals,1,Single word,Yes,"""M"" hand","Brush the index finger of the ""M"" hand against the tip of the nose."
MOUTH,Health,1,Single word,Yes,Index finger (1),Point to your mouth with the index finger.
MOVE,Activities,1,Single word,Yes,"""C"" hand; AND hand (flat O)","Place both ""C"" hands in front of the body and change both to ""AND"" hands while moving left to right."
MOVIE,Education and Communication,1,Single word,Yes,Open hand,Place the palms of both open hands together and slide the right hand up and down.
MULTIPLY,Money,1,Single word,Yes,"""M"" hand; ""W"" hand","Sweep the back of the right ""W"" hand over the top of the left ""M"" hand and arm a few times."
MUSHROOM,Food,1,Single word,Yes,Index finger (1); Open hand,"Place the downturned, right open hand on the left index finger."
MUSIC,Sports and Games,1,Single word,Yes,Flat hand,Wave the right flat hand from left to right in front of your left flat hand.
MUSLIM,Religion,1,Single word,Yes,"""3"" hand","Place both ""3"" hands against your cheeks and rotate the hands forward and down."
MUST,Ideas and Mental Action,1,Single word,Yes,"""X"" hand","Firmly move the right ""X"" hand down at your side."
MY,"Family, People, and Pronouns",1,Single word,Yes,Flat hand,Place the palm of the flat hand on the chest.
MYSELF,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","Bring the ""A"" hand to the center of the chest with the knuckles facing toward your body."
NAME,"Family, People, and Pronouns",1,Single word,Yes,"""H"" hand","Tap both ""H"" hands together twice."
NATION,Travel and Directions,1,Single word,Yes,"""N"" hand","Circle the right ""N"" hand over the left hand then place the fingertips on the wrist."
NATURE,Science and Nature,1,Single word,Yes,"""N"" hand","Encircle the left wrist with the ""N"" hand then touch the fingertips to the wrist."
NDC,Politics,1,Single word,No,,"Sign the letters ""N"" ""D"" ""C"" while slightly moving the hand to the right."
NEAR,Opposites and Questions,1,Single word,Yes,Curved hand,"With both curved hands, slide the right close to the left hand."
NECKTIE,Home and Clothing,1,Single word,Yes,"""A"" hand","Place both ""A"" hands together at the neck then pull the right hand down to your waist."
NEGATIVE,Opposites and Questions,1,Single word,Yes,Index finger (1),Place the right index finger horizontally across the left palm which is facing outward.
NEIGHBOR,"Family, People, and Pronouns",1,Single word,Yes,Curved hand,1. Move the right curved hand close to the left hand 2. Move both hands in a downward motion together.
NEPHEW,"Family, People, and Pronouns",1,Single word,Yes,"""N"" hand","Shake the wrist of the ""N"" hand at the temple of your head."
NERVOUS,Emotions and Character,1,Single word,No,,Hold both hands at your front and wiggle your fingers.
NEVER,Opposites and Questions,1,Single word,Yes,Flat hand,"Using the flat hand, draw an ""X"" in the air."
NEW,Opposites and Questions,1,Single word,Yes,Curved hand,Sweep the back of the right curved hand across the left palm and toward the body.
NEWSPAPER,Education and Communication,1,Single word,Yes,Fist / closed hand; Flat hand,1. Slide your right flat hand over left and close to a fist. 2. Tap your flat palms together twice.
NEXT,Time,1,Single word,Yes,"""L"" hand; Index finger (1)","With your left hand in ""L"" hand shape, point first to the thumb and then to the index finger."
NIECE,"Family, People, and Pronouns",1,Single word,Yes,"""N"" hand","Shake the wrist of the ""N"" hand at your cheek."
NIGER,Travel and Directions,1,Single word,Yes,"""N"" hand","Place the fingertips of the ""N"" hand against your wrist and pull upward."
NIGERIA,Travel and Directions,1,Single word,Yes,"""N"" hand","Place the ""N"" hand against your cheek and flap your fingers up and down."
NIGHT,Time,1,Single word,Yes,Curved hand,"With your left arm in front of your body, place the right arm and curved hand pointed downward."
NO,Opposites and Questions,1,Single word,Yes,Middle finger (8),"Bring the thumb, index, and middle fingers together of both hands while moving them out to the sides."
NOAH,Religion,1,Single word,Yes,"""N"" hand","Move the ""N"" hand from your chin to in front of your chest."
NONE,Money,1,Single word,Yes,AND hand (flat O),"Touch the fingertips of both ""AND"" hands together then separate them so that the palms face upward."
NOODLE,Food,1,Single word,Yes,"""R"" hand","Bring both ""R"" hands together at the fingertips then move the hands in opposite wavy lines."
NORTH,Travel and Directions,1,Single word,Yes,"""N"" hand","Pull the ""N"" hand up in front of your body."
NORTHERN REGION,Travel and Directions,2,Multi-word phrase,Yes,"""N"" hand","Place the ""N"" hand at shoulder level and wave up twice."
NOSE,Health,1,Single word,Yes,Index finger (1),Point to your nose with the index finger.
NOT,Ideas and Mental Action,1,Single word,Yes,"""A"" hand","Place the thumb of the ""A"" hand under your chin and pull forward."
NOT INTERESTED,Idiomatic Expressions,2,Multi-word phrase,Yes,"""4"" hand","Place the index finger of the ""4"" hand against your ear and quickly rotate it outward."
NOT MY PROBLEM,Idiomatic Expressions,3,Multi-word phrase,No,,Grip the right wrist in your left hand and fold your hand forward.
NOTES,Education and Communication,1,Single word,No,,"Point the fingertips of the ""N"" to the left palm and wave the hand downward."
NOTHING,Money,1,Single word,Yes,"""F"" hand","Cross both ""F"" hands over each other in front of your body then uncross arms and open both hands."
NOUN,Grammar and Parts of Speech,1,Single word,Yes,"""N"" hand","Place the ""N"" hand under the chin and move it forward."
NOVEMBER,Time,1,Single word,Yes,"""N"" hand","Press ""N"" hand into the left palm then the back of the left hand."
NPP,Politics,1,Single word,No,,"Sign the letters ""N"" ""P"" ""P"" while slightly moving the hand to the right."
NUN,Religion,1,Single word,Yes,Flat hand,Place both flat hands at your forehead then move them down to your shoulders.
NURSE,Work,1,Single word,Yes,"""N"" hand","Tap the left wrist with the fingers of the ""N"" hand."
OBEY,Ideas and Mental Action,1,Single word,Yes,"""O"" hand; Flat hand","Place one ""O"" hand at your forehead and the other at your your chin and open to flat hands at your front."
OCEAN,Science and Nature,1,Single word,Yes,Curved hand,Place both curved hands side-byside and wave them forward.
OCTOBER,Time,1,Single word,Yes,"""O"" hand","Press ""O"" hand into the left palm then the back of the left hand."
ODWIRA,Festivals and Holidays,1,Single word,Yes,"""X"" hand","Alternate the ""X"" hands back and forth above your head."
OFF,Travel and Directions,1,Single word,Yes,"""F"" hand; Flat hand","Touch both downturned flat hands together then move the right hand away and into the ""F"" hand."
OFFICE,Education and Communication,1,Single word,Yes,"""O"" hand; Little finger (I)","Place both ""O"" hands together at the fingertips and twist forward, bringing the little fingers together."
OFTEN,Time,1,Single word,Yes,Flat hand,Bounce the fingertips of your flat hand from your left palm to the fingers.
OIL,Food,1,Single word,Yes,Pinch (thumb + index),Pinch the back of the left hand and palm and pull downward as you bring the fingers together.
OKRO,Food,1,Single word,Yes,AND hand (flat O); Open hand,"Pull the open hand upward from the left palm and close into the ""AND"" hand."
OLD,Opposites and Questions,1,Single word,Yes,Fist / closed hand,Close the right hand below the chin and move it downward.
OLYMPICS,Sports and Games,1,Single word,Yes,"""F"" hand; Index finger (1)","Form ""F"" hands and interlock the thumbs and index fingers a few times as the hands move to the right."
ON,Travel and Directions,1,Single word,Yes,Flat hand,Touch both downturned flat hands together.
ONCE,Money,1,Single word,Yes,"""1"" hand","Twist the right ""1"" hand upward."
ONION,Food,1,Single word,Yes,"""O"" hand","Place the fingers of the ""O"" hand on the cheek and twist back and forth."
ONLY,Ideas and Mental Action,1,Single word,Yes,Index finger (1),"With the palm facing you, hold the index finger up and spin in small circles."
OPEN,Opposites and Questions,1,Single word,Yes,"""B"" hand","Place both ""B"" hands together with palms down then move both hands out to the sides."
OPERATION,Health,1,Single word,Yes,"""A"" hand","Swipe the thumb of the ""A"" hand as if creating an incision over the aread being addressed."
OPPINION,Ideas and Mental Action,1,Single word,Yes,"""O"" hand","Tap the ""O"" hand to your temple twice."
OPPORTUNITY,Education and Communication,1,Single word,Yes,"""O"" hand; ""P"" hand","Place both ""O"" hands at your shoulders and slightly move the hands upward into ""P"" hands."
OPPOSITE,Travel and Directions,1,Single word,Yes,Index finger (1),"With both index fingers touching, pull hands away and turn fingers upward."
OR,Grammar and Parts of Speech,1,Single word,Yes,"""G"" hand; ""O"" hand; ""R"" hand; Index finger (1)","With the left ""G"" hand, touch the right ""O"" hand to the thumb then the ""R"" hand to the index finger."
ORANGE,Colours,1,Single word,Yes,"""S"" hand","Slightly open and squeeze the ""S"" hand in front of your mouth."
OTHER,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","Rotate the ""A"" hand from facing down to the outside while slightly moving the arm outward."
OUR,"Family, People, and Pronouns",1,Single word,Yes,Curved hand,"Touch the curved hand on the right side of the chest, then rotate it forward to the left side of the chest."
OURSELVES,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","Touch the ""A"" hand on the right side of the chest, then rotate it forward to the left side of the chest."
OUT,Travel and Directions,1,Single word,Yes,AND hand (flat O),"Remove the right ""AND"" hand from the left hand."
OUT OF HERE,Idiomatic Expressions,3,Multi-word phrase,Yes,AND hand (flat O); Open hand,"Hold an open hand at ear level then draw it back into ""AND"" hand."
OWARE,Sports and Games,1,Single word,Yes,"""Q"" hand","Use the downturned ""Q"" hand to make small upward arcs in a straight line."
OWL,Animals,1,Single word,Yes,"""C"" hand","Look through both ""C"" hands and twist them toward the center and back a few times."
PAIN,Health,1,Single word,Yes,Index finger (1),Point both index fingers at your body in the area being addressed.
PALM OIL,Food,2,Multi-word phrase,Yes,"""R"" hand","1. Draw the ""R"" hand down your lips. 2. Pull the fingers down from the left palm."
PAPER,Education and Communication,1,Single word,Yes,Flat hand,Tap both flat hand plams together twice.
PARACHUTING,Sports and Games,1,Single word,Yes,"""S"" hand; ""V"" hand","1. Slide both ""S"" hands down the front of your body. 2. Swing the right ""V"" hand side-to-side downward."
PARAGRAPH,Education and Communication,1,Single word,Yes,"""C"" hand","Place the fingertips of the modified ""C"" hand on the left fingers then the palm."
PARENTS,"Family, People, and Pronouns",1,Single word,Yes,"""P"" hand","Place the ""P"" hand on the middle of the forehead and then on the chin."
PARKED CAR,Travel and Directions,2,Multi-word phrase,Yes,"""3"" hand","Place the right ""3"" hand into the left plam."
PARLIAMENT,Politics,1,Single word,Yes,"""P"" hand","Place the ""P"" hand on your right chest then move it to the left chest."
PARTY,Sports and Games,1,Single word,Yes,"""P"" hand","Swing the right ""P"" hand from side to side over the left palm."
PAST TENSE,Grammar and Parts of Speech,2,Multi-word phrase,Yes,Flat hand,Move the upraised flat hand backward over the right shoulder with palm facing the body.
PATIENT,Emotions and Character,1,Single word,Yes,"""A"" hand","Pull the ""A"" hand down the nose slightly with the thumb pointed inward."
PAUL,Religion,1,Single word,Yes,"""P"" hand","Place the ""P"" hand fingertip on the wrist of your downturned left hand."
PAWPAW,Food,1,Single word,Yes,"""P"" hand; Curved hand","Starting at the fingertips of the left curved hand, draw the right ""P"" hand down to the wrist."
PAY,Money,1,Single word,Yes,"""P"" hand","Place the middle finger of the right ""P"" hand into the palm and slide the hand forward."
PAYBACK,Idiomatic Expressions,1,Single word,Yes,"""P"" hand; Flat hand","Draw the ""P"" hand across the left palm then push the right flat hand over your right shoulder."
PEACE,Religion,1,Single word,Yes,Flat hand,Place the fingertips of both flat hands together at the mouth then pull hands down in opposite directions.
PEAR,Food,1,Single word,Yes,"""P"" hand; Curved hand","Bring the right ""P"" hand over the top of the curved hand."
PEEP,Idiomatic Expressions,1,Single word,Yes,"""F"" hand","Encircle the eye with ""F"" hand."
PEN,Education and Communication,1,Single word,Yes,"""I"" hand; Fist / closed hand; Little finger (I)","Pull the ""I"" hand little finger out from the left fist and shake the right wrist."
PENCIL,Education and Communication,1,Single word,Yes,"""Q"" hand","Place the modified ""Q"" hand at your mouth then pull down and sweep it over your left palm."
PENIS,Health,1,Single word,Yes,"""P"" hand; Middle finger (8)","Place the middle fingertip of the ""P"" hand on the tip of your nose."
PEOPLE,"Family, People, and Pronouns",1,Single word,Yes,"""P"" hand","Make alternating forward circles with both ""P"" hands."
PEOPLE TURN TO LOOK AT ME,Idiomatic Expressions,6,Multi-word phrase,No,,
PEPPE,Food,1,Single word,Yes,"""A"" hand","Grind the ""A"" hand against the palm of the left hand."
PERFECT,Money,1,Single word,Yes,"""P"" hand; Middle finger (8)","Bring the middle fingers of both ""P"" hands together."
PERSON,"Family, People, and Pronouns",1,Single word,Yes,"""P"" hand","Place both ""P"" hands forward and move them downward at the same time."
PERSONIFICATION,Work,1,Single word,Yes,Flat hand,Move both flat hands down the body with fingers facing front.
PESEWA,Money,1,Single word,Yes,"""P"" hand","Shake the ""P"" hand a few times in the air."
PETROL,Travel and Directions,1,Single word,Yes,"""G"" hand","Insert the index finger of the right ""G"" hand into the left hand."
PHOTOCOPY,Technology,1,Single word,Yes,AND hand (flat O),"Place the open right hand on the back of the left and pull down into the ""AND"" hand."
PHOTOGRAPH,Travel and Directions,1,Single word,Yes,Index finger (1),Hold your hands up as if holding a camera and press down with your right index finger.
PHOTOGRAPHER,Work,1,Single word,Yes,Index finger (1),Hold your hands up as if holding a camera and press your right index finger then slide your hands down.
PICK SOMEBODY,Idiomatic Expressions,2,Multi-word phrase,Yes,"""S"" hand; Clawed hand","Pull upward from the clawed hand into the ""S"" hand."
PICTURE,Education and Communication,1,Single word,Yes,"""C"" hand; Flat hand","Place the right ""C"" hand around your eye then place it flat against your left hand."
PIG,Animals,1,Single word,Yes,"""S"" hand","Place the back of the ""S"" hand under the chin and bend it back and forth from the wrist."
PILOT,Work,1,Single word,Yes,Flat hand; ILY hand,"Glide your right ""ILY"" hand over the left hand then slide your flat hands down the body."
PINEAPPLE,Food,1,Single word,Yes,Flat hand,Place both flat hands with fingertips down and slide the right hand down over the left hand.
PINK,Colours,1,Single word,Yes,"""P"" hand","Move the middle finger of the ""P"" hand down your lips."
