id,english_sentence,category,sentence_type,word_count,length_band,gsl_gloss_1,gsl_gloss_2,gsl_gloss_3,consensus_gloss,annotator_notes,flag_missing_sign
GH0686,What time should we meet tomorrow so that we can reach there before it closes?,Time & Plans,question,15,long,,,,,,
GH0687,I am late for class.,School & Education,statement,5,short,,,,,,
GH0688,I board at the school.,School & Education,statement,5,short,,,,,,
GH0689,Why are you talking to the interpreter instead of me?,Deaf Identity & Communication,question,10,medium,,,,,,
GH0690,Lift it up.,Requests & Everyday Actions,request_or_command,3,short,,,,,,
GH0691,He borrowed money from me last year and he has still not paid me back.,Money & Mobile Money,statement,15,long,,,,,,
GH0692,Have you eaten?,Food & Eating,question,3,short,,,,,,
GH0693,The kenkey seller has not come today.,Food & Eating,statement,7,medium,,,,,,
GH0694,"They have not paid me for the work I did last month, and I am tired of waiting.",Work & Business,statement,18,long,,,,,,
GH0695,Prices have gone up.,Money & Mobile Money,statement,4,short,,,,,,
GH0696,I need to go to the hospital.,Health & Hospital,statement,7,medium,,,,,,
GH0697,Everything is expensive now.,Money & Mobile Money,statement,4,short,,,,,,
GH0698,Do you think they refused to employ him because he is deaf?,Work & Business,question,12,long,,,,,,
GH0699,I am going now.,Greetings & Farewells,statement,4,short,,,,,,
GH0700,I need to charge my phone.,Phone & Technology,statement,6,medium,,,,,,
GH0701,"Good night, everybody.",Family & Home,statement,3,short,,,,,,
GH0702,Record the announcement and send it to the group.,Phone & Technology,request_or_command,9,medium,,,,,,
GH0703,The gutter in front of our house is choked.,Weather & Environment,statement,9,medium,,,,,,
GH0704,Follow this road.,Directions & Places,request_or_command,3,short,,,,,,
GH0705,"During deaf awareness week, we go to schools and teach people about sign language.","Church, Mosque & Community",statement,14,long,,,,,,
GH0706,The durbar is tomorrow.,"Church, Mosque & Community",statement,4,short,,,,,,
GH0707,My mother is preparing fufu and light soup.,Food & Eating,statement,8,medium,,,,,,
GH0708,Are your parents deaf?,Deaf Identity & Communication,question,4,short,,,,,,
GH0709,Please keep it for me until I return.,Market & Shopping,request_or_command,8,medium,,,,,,
GH0710,I do not know this place.,Directions & Places,statement,6,medium,,,,,,
GH0711,"Iron my shirt for me, please.",Family & Home,statement,6,medium,,,,,,
GH0712,I went for the interview last week and they said they will call me later.,Work & Business,statement,15,long,,,,,,
GH0713,"If you are travelling tomorrow, please message me when you arrive safely.",Transport & Travel,statement,12,long,,,,,,
GH0714,Are you full?,Family & Home,question,3,short,,,,,,
GH0715,I remember your face.,Introductions & Small Talk,statement,4,short,,,,,,
GH0716,Can you wait for me at the junction until I finish at the office?,Requests & Everyday Actions,question,14,long,,,,,,
GH0717,Ask him whether he is coming or not.,Requests & Everyday Actions,request_or_command,8,medium,,,,,,
GH0718,"It was good to see you today, but next time please come earlier.",Greetings & Farewells,statement,13,long,,,,,,
GH0719,I like watching football.,Introductions & Small Talk,statement,4,short,,,,,,
GH0720,We are stuck in traffic.,Transport & Travel,statement,5,short,,,,,,
GH0721,I am grateful for all the help you gave me.,Feelings & Opinions,statement,10,medium,,,,,,
GH0722,"The video had no captions, so all the deaf viewers missed the information.",Phone & Technology,statement,13,long,,,,,,
GH0723,Is the baby sleeping?,Family & Home,question,4,short,,,,,,
GH0724,I moved to Kumasi because of my work.,Introductions & Small Talk,statement,8,medium,,,,,,
GH0725,Copy the notes.,School & Education,statement,3,short,,,,,,
GH0726,The fish is not fresh.,Market & Shopping,statement,5,short,,,,,,
GH0727,The programme starts at nine.,Time & Plans,statement,5,short,,,,,,
GH0728,I work on Saturdays too.,Work & Business,statement,5,short,,,,,,
GH0729,Please write down whatever they discuss at home so that I also know.,Family & Home,request_or_command,13,long,,,,,,
GH0730,Save small money every week for emergencies.,Money & Mobile Money,request_or_command,7,medium,,,,,,
GH0731,Somebody is using a fake account to cheat people.,Money & Mobile Money,statement,9,medium,,,,,,
GH0732,I work as a tailor in a small shop.,Work & Business,statement,9,medium,,,,,,
GH0733,I am an apprentice.,Work & Business,statement,4,short,,,,,,
GH0734,"Please talk to me, not to the person who came with me.",Deaf Identity & Communication,request_or_command,12,long,,,,,,
GH0735,What is the WiFi password?,Phone & Technology,question,5,short,,,,,,
GH0736,"If you are coming tomorrow, please arrive before ten so that we can finish early.",Time & Plans,statement,15,long,,,,,,
GH0737,Do you read lips?,Deaf Identity & Communication,question,4,short,,,,,,
GH0738,"Wrap it for me, please.",Market & Shopping,request_or_command,5,short,,,,,,
GH0739,We met at the association meeting.,Introductions & Small Talk,statement,6,medium,,,,,,
GH0740,The meeting has been cancelled.,"Church, Mosque & Community",statement,5,short,,,,,,
GH0741,The nurse was patient and wrote all the instructions down on a piece of paper.,Health & Hospital,statement,15,long,,,,,,
GH0742,Please carry the baby for me small.,Family & Home,request_or_command,7,medium,,,,,,
GH0743,The baby needs vaccination.,Health & Hospital,statement,4,short,,,,,,
GH0744,Captions are very important for deaf viewers.,Phone & Technology,statement,7,medium,,,,,,
GH0745,Work starts at eight.,Work & Business,statement,4,short,,,,,,
GH0746,"I am lost, I do not know this area.",Directions & Places,statement,9,medium,,,,,,
GH0747,I learned this trade from my master for three years.,Work & Business,statement,10,medium,,,,,,
GH0748,Answer my video call.,Phone & Technology,request_or_command,4,short,,,,,,
GH0749,The farmers are worried because the rains came very late this year.,Weather & Environment,statement,12,long,,,,,,
GH0750,Open it.,Requests & Everyday Actions,request_or_command,2,short,,,,,,
GH0751,It is cold in the morning these days.,Weather & Environment,statement,8,medium,,,,,,
GH0752,I am going to the mosque.,"Church, Mosque & Community",statement,6,medium,,,,,,
GH0753,"I am going to Circle, is this car going there?",Transport & Travel,question,10,medium,,,,,,
GH0754,My condolences to the family.,"Church, Mosque & Community",statement,5,short,,,,,,
GH0755,Captions help deaf people.,Phone & Technology,statement,4,short,,,,,,
GH0756,Explain it slowly so I can understand.,Requests & Everyday Actions,request_or_command,7,medium,,,,,,
GH0757,Please send me the message on WhatsApp instead.,Phone & Technology,request_or_command,8,medium,,,,,,
GH0758,I lost my job.,Work & Business,statement,4,short,,,,,,
GH0759,This is my father.,Family & Home,statement,4,short,,,,,,
GH0760,I will be there in about thirty minutes.,Time & Plans,statement,8,medium,,,,,,
GH0761,I have paid the debt.,Money & Mobile Money,statement,5,short,,,,,,
GH0762,Did you lock the door?,Requests & Everyday Actions,question,5,short,,,,,,
GH0763,I am fed up.,Feelings & Opinions,statement,4,short,,,,,,
GH0764,The association office is behind the big church near the main road.,Directions & Places,statement,12,long,,,,,,
GH0765,How much did you pay for that cloth when you bought it at Makola?,Market & Shopping,question,14,long,,,,,,
GH0766,Call me when you are ready.,Time & Plans,request_or_command,6,medium,,,,,,
GH0767,Is there an interpreter at the hospital?,Health & Hospital,question,7,medium,,,,,,
GH0768,I am a member of the deaf association.,Deaf Identity & Communication,statement,8,medium,,,,,,
GH0769,Please wash the plates and sweep the room before our visitors arrive this evening.,Family & Home,request_or_command,14,long,,,,,,
GH0770,"Do not go yet, we have not finished talking.",Greetings & Farewells,request_or_command,9,medium,,,,,,
GH0771,I want to eat banku with okro stew today.,Food & Eating,statement,9,medium,,,,,,
GH0772,The fare has increased.,Money & Mobile Money,statement,4,short,,,,,,
GH0773,Did you receive the money?,Money & Mobile Money,question,5,short,,,,,,
GH0774,I am angry.,Feelings & Opinions,statement,3,short,,,,,,
GH0775,Move to the light so I can see you.,Deaf Identity & Communication,request_or_command,9,medium,,,,,,
GH0776,"No, thank you, I am fine.",Food & Eating,statement,6,medium,,,,,,
GH0777,Buy data bundle.,Phone & Technology,request_or_command,3,short,,,,,,
GH0778,I attended the school for the deaf.,Introductions & Small Talk,statement,7,medium,,,,,,
GH0779,"When my father returns from work, tell him that the landlord came looking for him.",Family & Home,statement,15,long,,,,,,
GH0780,She was disappointed that the meeting was cancelled.,Feelings & Opinions,statement,8,medium,,,,,,
GH0781,I cannot see the board from here.,School & Education,statement,7,medium,,,,,,
GH0782,The food at that chop bar is good but the place is always crowded at noon.,Food & Eating,statement,16,long,,,,,,
GH0783,Can you bring the price down?,Market & Shopping,question,6,medium,,,,,,
GH0784,Sit down and eat with us.,Family & Home,request_or_command,6,medium,,,,,,
GH0785,It is ten o'clock.,Time & Plans,statement,4,short,,,,,,
GH0786,"If the traffic is heavy, I will be about thirty minutes late for the meeting.",Transport & Travel,statement,15,long,,,,,,
GH0787,"If the network is bad, we will video call again later in the evening.",Phone & Technology,statement,14,long,,,,,,
GH0788,"When people take time to write things down for me, I feel respected.",Feelings & Opinions,statement,13,long,,,,,,
GH0789,We will meet next week.,Time & Plans,statement,5,short,,,,,,
GH0790,This video has no captions.,Phone & Technology,statement,5,short,,,,,,
GH0791,Who is the secretary?,"Church, Mosque & Community",question,4,short,,,,,,
GH0792,Please buy me kelewele on your way home.,Food & Eating,request_or_command,8,medium,,,,,,
GH0793,Did you finish your homework?,School & Education,question,5,short,,,,,,
GH0794,The service starts at nine on Sunday morning.,"Church, Mosque & Community",statement,8,medium,,,,,,
GH0795,My sign name comes from the mark on my face.,Introductions & Small Talk,statement,10,medium,,,,,,
GH0796,"I have not seen you since the deaf camp last year, how have you been?",Greetings & Farewells,question,15,long,,,,,,
GH0797,Be patient.,Feelings & Opinions,request_or_command,2,short,,,,,,
GH0798,She was disappointed when the meeting was cancelled without any explanation.,Feelings & Opinions,statement,11,long,,,,,,
GH0799,It is very hot today.,Weather & Environment,statement,5,short,,,,,,
GH0800,Please switch off the light when you leave.,Requests & Everyday Actions,request_or_command,8,medium,,,,,,
GH0801,I am tired after work.,Work & Business,statement,5,short,,,,,,
GH0802,Buy data bundle so that we can video call without the picture freezing.,Phone & Technology,request_or_command,13,long,,,,,,
GH0803,"Well done, keep it up.",Work & Business,statement,5,short,,,,,,
GH0804,The drink is cold.,Food & Eating,statement,4,short,,,,,,
GH0805,My small brother is in school.,Family & Home,statement,6,medium,,,,,,
GH0806,I am going to Makola market to buy cloth.,Market & Shopping,statement,9,medium,,,,,,
GH0807,Can we video call now?,Phone & Technology,question,5,short,,,,,,
GH0808,Teach your children sign language.,Deaf Identity & Communication,request_or_command,5,short,,,,,,
GH0809,Do not self medicate.,Health & Hospital,request_or_command,4,short,,,,,,
GH0810,Buy two sachets of water for me because the weather is very hot today.,Food & Eating,request_or_command,14,long,,,,,,
GH0811,I missed the announcement because nobody wrote it down or signed it for me.,Deaf Identity & Communication,statement,14,long,,,,,,
GH0812,Please message me in the evening so that we can agree on the time.,Time & Plans,request_or_command,14,long,,,,,,
GH0813,Every day I wake up at five.,Time & Plans,statement,7,medium,,,,,,
GH0814,The harmattan has started.,Weather & Environment,statement,4,short,,,,,,
GH0815,I always write the price on paper when shopping.,Market & Shopping,statement,9,medium,,,,,,
GH0816,He came all the way from Tamale just to attend the deaf association meeting.,Transport & Travel,statement,14,long,,,,,,
GH0817,I did not see your message until this morning.,Phone & Technology,statement,9,medium,,,,,,
GH0818,Vacation starts next Friday.,School & Education,statement,4,short,,,,,,
GH0819,"If you are going to town tomorrow, buy me a new phone case.",Market & Shopping,statement,13,long,,,,,,
GH0820,Look at this.,Requests & Everyday Actions,request_or_command,3,short,,,,,,
GH0821,I am hard of hearing.,Deaf Identity & Communication,statement,5,short,,,,,,
GH0822,Thank you very much.,Feelings & Opinions,statement,4,short,,,,,,
GH0823,We are contributing fifty cedis each to support the family during the funeral.,Money & Mobile Money,statement,13,long,,,,,,
GH0824,Where is the station?,Transport & Travel,question,4,short,,,,,,
GH0825,Why did you not go to the clinic earlier?,Health & Hospital,question,9,medium,,,,,,
GH0826,The rains came late this year.,Weather & Environment,statement,6,medium,,,,,,
GH0827,The school fees are due at the end of the month.,Money & Mobile Money,statement,11,long,,,,,,
GH0828,Turn down the fire.,Food & Eating,request_or_command,4,short,,,,,,
GH0829,Please show me the way.,Directions & Places,request_or_command,5,short,,,,,,
GH0830,Can you add me to the group?,Phone & Technology,question,7,medium,,,,,,
GH0831,My wife is cooking.,Family & Home,statement,4,short,,,,,,
GH0832,Hold the phone steady so I can see you sign.,Phone & Technology,request_or_command,10,medium,,,,,,
GH0833,The office is upstairs.,Directions & Places,statement,4,short,,,,,,
GH0834,Did you sleep well last night?,Greetings & Farewells,question,6,medium,,,,,,
GH0835,Let us finish the shopping quickly before the rain starts in the afternoon.,Market & Shopping,request_or_command,13,long,,,,,,
GH0836,We always write on the phone when there is no interpreter.,Phone & Technology,statement,11,long,,,,,,
GH0837,Ring the bell.,Directions & Places,statement,3,short,,,,,,
GH0838,The fees are not paid yet.,Money & Mobile Money,statement,6,medium,,,,,,
GH0839,Why did nobody write down the announcement for the deaf members at the meeting?,Deaf Identity & Communication,question,14,long,,,,,,
GH0840,Drink plenty of water.,Health & Hospital,request_or_command,4,short,,,,,,
GH0841,The deaf association meets on the last Saturday of every month at the community centre.,"Church, Mosque & Community",statement,15,long,,,,,,
GH0842,Do you think we should go back to the hospital if the fever continues?,Health & Hospital,question,14,long,,,,,,
GH0843,School starts at seven thirty.,School & Education,statement,5,short,,,,,,
GH0844,He started repairing phones after he finished school and now he trains other deaf boys.,Work & Business,statement,15,long,,,,,,
GH0845,"Business has been slow since January, but I believe it will improve before Christmas.",Work & Business,statement,14,long,,,,,,
GH0846,Why did you not tell me earlier that the programme had been postponed?,Time & Plans,question,13,long,,,,,,
GH0847,Buy data bundle so we can chat properly.,Phone & Technology,request_or_command,8,medium,,,,,,
GH0848,"Our house is the third one after the junction, with a green gate in front.",Directions & Places,statement,15,long,,,,,,
GH0849,Do you want us to video call this evening when the network is better?,Phone & Technology,question,14,long,,,,,,
GH0850,I have been living in Accra for five years.,Introductions & Small Talk,statement,9,medium,,,,,,
GH0851,We have an examination next week.,School & Education,statement,6,medium,,,,,,
GH0852,We are contributing money to support the family.,"Church, Mosque & Community",statement,8,medium,,,,,,
GH0853,I am proud of you.,Feelings & Opinions,statement,5,short,,,,,,
GH0854,Give me a receipt.,Money & Mobile Money,request_or_command,4,short,,,,,,
GH0855,I am still cooking.,Food & Eating,statement,4,short,,,,,,
GH0856,I heard about you from my sister.,Introductions & Small Talk,statement,7,medium,,,,,,
GH0857,We are going to the village next month.,Family & Home,statement,8,medium,,,,,,
GH0858,I do not eat meat.,Food & Eating,statement,5,short,,,,,,
GH0859,Is there an interpreter here?,Deaf Identity & Communication,question,5,short,,,,,,
GH0860,The choir is singing.,"Church, Mosque & Community",statement,4,short,,,,,,
GH0861,I cannot see the board from where I am sitting.,School & Education,statement,10,medium,,,,,,
GH0862,We are going back to school on Monday.,School & Education,statement,8,medium,,,,,,
GH0863,Help me carry these bags into the room before the rain starts.,Requests & Everyday Actions,request_or_command,12,long,,,,,,
GH0864,Some employers do not want to hire deaf people.,Work & Business,statement,9,medium,,,,,,
GH0865,I sent you a message.,Phone & Technology,statement,5,short,,,,,,
GH0866,"Before you go, let me give you the money for your transport.",Greetings & Farewells,statement,12,long,,,,,,
GH0867,The interpreter is late.,Deaf Identity & Communication,statement,4,short,,,,,,
GH0868,Do you have money?,Money & Mobile Money,question,4,short,,,,,,
GH0869,I will go home to my family during vacation.,School & Education,statement,9,medium,,,,,,
GH0870,I am at the university.,School & Education,statement,5,short,,,,,,
GH0871,"Last year we held the programme in March, but this year it is in June.",Time & Plans,statement,15,long,,,,,,
GH0872,I saved some money this month.,Money & Mobile Money,statement,6,medium,,,,,,
GH0873,I will meet you there.,Directions & Places,statement,5,short,,,,,,
GH0874,My sister is older than me.,Family & Home,statement,6,medium,,,,,,
GH0875,Let us go to the chop bar.,Food & Eating,request_or_command,7,medium,,,,,,
GH0876,See you tomorrow.,Greetings & Farewells,request_or_command,3,short,,,,,,
GH0877,Please tell the nurse that I am a deaf patient.,Health & Hospital,request_or_command,10,medium,,,,,,
GH0878,Some employers refuse to hire deaf people because they think communication will be a problem.,Work & Business,statement,15,long,,,,,,
GH0879,What do you think about it?,Feelings & Opinions,question,6,medium,,,,,,
GH0880,"When there are no captions on a video, deaf viewers are completely left out.",Deaf Identity & Communication,statement,14,long,,,,,,
GH0881,Take the medicine three times a day.,Health & Hospital,request_or_command,7,medium,,,,,,
GH0882,Go and fetch water before the light goes off.,Family & Home,request_or_command,9,medium,,,,,,
GH0883,"If you learn even a few signs, it will help you communicate with deaf customers.",Deaf Identity & Communication,statement,15,long,,,,,,
GH0884,"The transaction failed twice, so please try again when the network is better.",Money & Mobile Money,statement,13,long,,,,,,
GH0885,I am standing near the entrance of the market.,Directions & Places,statement,9,medium,,,,,,
GH0886,Show me the sign again.,Deaf Identity & Communication,request_or_command,5,short,,,,,,
GH0887,"Keep the key in your pocket, do not lose it.",Requests & Everyday Actions,request_or_command,10,medium,,,,,,
GH0888,Sign the contract before you start.,Work & Business,request_or_command,6,medium,,,,,,
GH0889,"The trader did not understand my signs, so I typed the amount on my phone.",Market & Shopping,statement,15,long,,,,,,
GH0890,I am surprised.,Feelings & Opinions,statement,3,short,,,,,,
GH0891,The moon is bright tonight.,Weather & Environment,statement,5,short,,,,,,
GH0892,Message me when you are on your way.,Time & Plans,statement,8,medium,,,,,,
GH0893,My name is Kofi.,Introductions & Small Talk,statement,4,short,,,,,,
GH0894,I was late to work.,Work & Business,statement,5,short,,,,,,
GH0895,That is my mother.,Family & Home,statement,4,short,,,,,,
GH0896,Our teacher signs very clearly in class.,School & Education,statement,7,medium,,,,,,
GH0897,Have a nice day.,Greetings & Farewells,statement,4,short,,,,,,
GH0898,It is the third house after the junction.,Directions & Places,statement,8,medium,,,,,,
GH0899,Record it and send it to me.,Phone & Technology,request_or_command,7,medium,,,,,,
GH0900,"The network is bad, try again.",Money & Mobile Money,statement,6,medium,,,,,,
GH0901,Lock the door.,Family & Home,request_or_command,3,short,,,,,,
GH0902,She was the best student in our class and she won a prize at the end of term.,School & Education,statement,18,long,,,,,,
GH0903,"If you send the money through mobile money today, I will receive it immediately.",Money & Mobile Money,statement,14,long,,,,,,
GH0904,We were waiting for you since morning.,Greetings & Farewells,statement,7,medium,,,,,,
GH0905,She has been feeling weak since last week and her body is always hot.,Health & Hospital,statement,14,long,,,,,,
GH0906,The house has a green roof.,Directions & Places,statement,6,medium,,,,,,
GH0907,Take this letter to the office for me.,Requests & Everyday Actions,request_or_command,8,medium,,,,,,
GH0908,Please sign again.,Deaf Identity & Communication,request_or_command,3,short,,,,,,
GH0909,"When you finish eating, wash your hands and take the bowls to the kitchen.",Food & Eating,statement,14,long,,,,,,
GH0910,I do not have money.,Money & Mobile Money,statement,5,short,,,,,,
GH0911,Remind me tomorrow.,Requests & Everyday Actions,request_or_command,3,short,,,,,,
GH0912,My brother is sleeping because he worked all night.,Family & Home,statement,9,medium,,,,,,
GH0913,My trip was fine.,Greetings & Farewells,statement,4,short,,,,,,
GH0914,I will take a taxi because I am late.,Transport & Travel,statement,9,medium,,,,,,
GH0915,I will be late because of traffic.,Transport & Travel,statement,7,medium,,,,,,
GH0916,The workshop opens at eight in the morning and closes at six in the evening.,Work & Business,statement,15,long,,,,,,
GH0917,Who is going to stay with the children while we are at the funeral?,Family & Home,question,14,long,,,,,,
GH0918,Are you dropping here?,Transport & Travel,question,4,short,,,,,,
GH0919,Why does that channel never put captions on any of their videos?,Phone & Technology,question,12,long,,,,,,
GH0920,My table is in front of the bank.,Market & Shopping,statement,8,medium,,,,,,
GH0921,Look left and right before crossing.,Transport & Travel,request_or_command,6,medium,,,,,,
GH0922,Last week I was sick.,Time & Plans,statement,5,short,,,,,,
GH0923,The bus to Kumasi leaves at six.,Transport & Travel,statement,7,medium,,,,,,
GH0924,She gave birth yesterday.,Health & Hospital,statement,4,short,,,,,,
GH0925,"My screen is cracked, but I will take the phone for repair on Saturday.",Phone & Technology,statement,14,long,,,,,,
GH0926,I tapped the driver on the shoulder because he did not know that I am deaf.,Transport & Travel,statement,16,long,,,,,,
GH0927,I write notes to communicate with my colleagues.,Work & Business,statement,8,medium,,,,,,
GH0928,It is good to see you again after so long.,Greetings & Farewells,statement,10,medium,,,,,,
GH0929,Give me my balance.,Market & Shopping,request_or_command,4,short,,,,,,
GH0930,"Bye, see you.",Greetings & Farewells,statement,3,short,,,,,,
GH0931,"Thank you, boss.",Market & Shopping,statement,3,short,,,,,,
GH0932,How long will it take?,Time & Plans,question,5,short,,,,,,
GH0933,"If the car comes early, we will reach Kumasi before it gets dark.",Time & Plans,statement,13,long,,,,,,
GH0934,Can you come with me to the office tomorrow?,Requests & Everyday Actions,question,9,medium,,,,,,
GH0935,The tomatoes in the market are very expensive now.,Market & Shopping,statement,9,medium,,,,,,
GH0936,Let us meet at four o'clock in the afternoon.,Time & Plans,request_or_command,9,medium,,,,,,
GH0937,Where is your mother?,Family & Home,question,4,short,,,,,,
GH0938,I have not eaten since morning because I was busy at the workshop all day.,Food & Eating,statement,15,long,,,,,,
GH0939,"It is a scam, do not send money.",Money & Mobile Money,statement,8,medium,,,,,,
GH0940,Who died?,"Church, Mosque & Community",question,2,short,,,,,,
GH0941,Sign language should be taught in every school.,Deaf Identity & Communication,request_or_command,8,medium,,,,,,
GH0942,She gave birth to a baby boy last night.,Health & Hospital,statement,9,medium,,,,,,
GH0943,Give me the price for the job.,Work & Business,request_or_command,7,medium,,,,,,
GH0944,I am deaf.,Deaf Identity & Communication,statement,3,short,,,,,,
GH0945,Send me the picture.,Phone & Technology,request_or_command,4,short,,,,,,
GH0946,Sleep under the net so you do not get malaria.,Weather & Environment,request_or_command,10,medium,,,,,,
GH0947,The farmers are waiting for the rain to come.,Weather & Environment,statement,9,medium,,,,,,
GH0948,I ate too much.,Food & Eating,statement,4,short,,,,,,
GH0949,It is opposite the school.,Directions & Places,statement,5,short,,,,,,
GH0950,I use sign language.,Deaf Identity & Communication,statement,4,short,,,,,,
GH0951,I have been a member of this group since I finished school in twenty eighteen.,Introductions & Small Talk,statement,15,long,,,,,,
GH0952,We work together.,Introductions & Small Talk,statement,3,short,,,,,,
GH0953,Eat with your right hand.,Food & Eating,request_or_command,5,short,,,,,,
GH0954,"The trader did not understand me, so I wrote it down.",Market & Shopping,statement,11,long,,,,,,
GH0955,The deaf association meets on the last Saturday of the month.,"Church, Mosque & Community",statement,11,long,,,,,,
GH0956,I am studying for the exam.,School & Education,statement,6,medium,,,,,,
GH0957,You are signing too fast.,Deaf Identity & Communication,statement,5,short,,,,,,
GH0958,When will you come and visit us again?,Greetings & Farewells,question,8,medium,,,,,,
GH0959,She sells at Kejetia market.,Market & Shopping,statement,5,short,,,,,,
GH0960,"Do it yourself, you are old enough now.",Requests & Everyday Actions,request_or_command,8,medium,,,,,,
GH0961,My skin is dry because of the harmattan.,Weather & Environment,statement,8,medium,,,,,,
GH0962,Please write it on the board.,School & Education,request_or_command,6,medium,,,,,,
GH0963,The doctor gave me medicine for three days.,Health & Hospital,statement,8,medium,,,,,,
GH0964,Send me a photo of the document.,Phone & Technology,request_or_command,7,medium,,,,,,
GH0965,Look for me beside the blue kiosk.,Directions & Places,request_or_command,7,medium,,,,,,
GH0966,I arrived last night.,Transport & Travel,statement,4,short,,,,,,
GH0967,"If you need anything while you are here, please ask me or my sister.",Introductions & Small Talk,statement,14,long,,,,,,
GH0968,I was born in Kumasi but my family moved to Accra when I was small.,Introductions & Small Talk,statement,15,long,,,,,,
GH0969,When will you be back from the village?,Time & Plans,question,8,medium,,,,,,
GH0970,She sells second hand clothes near the station.,Market & Shopping,statement,8,medium,,,,,,
GH0971,I will show him where to stop.,Transport & Travel,statement,7,medium,,,,,,
GH0972,They are fixing the road.,Transport & Travel,statement,5,short,,,,,,
GH0973,The assignment is due tomorrow.,School & Education,statement,5,short,,,,,,
GH0974,We met last year at the deaf youth camp.,Introductions & Small Talk,statement,9,medium,,,,,,
GH0975,Tell him I am deaf.,Deaf Identity & Communication,request_or_command,5,short,,,,,,
GH0976,The farm needs rain.,Weather & Environment,statement,4,short,,,,,,
GH0977,He had an accident and broke his leg.,Health & Hospital,statement,8,medium,,,,,,
GH0978,How long have you been feeling this pain in your stomach?,Health & Hospital,question,11,long,,,,,,
GH0979,I am broke this week.,Money & Mobile Money,statement,5,short,,,,,,
GH0980,Move small for me to sit.,Transport & Travel,request_or_command,6,medium,,,,,,
GH0981,I have been waiting here since morning.,Time & Plans,statement,7,medium,,,,,,
GH0982,I bought it at Makola.,Market & Shopping,statement,5,short,,,,,,
GH0983,He is worried about his mother because she has been sick for a long time.,Feelings & Opinions,statement,15,long,,,,,,
GH0984,I am in junior high school.,School & Education,statement,6,medium,,,,,,
GH0985,The chief has called a meeting and everybody in the community must attend.,"Church, Mosque & Community",statement,13,long,,,,,,
GH0986,"Be patient, everything will be fine in the end.",Feelings & Opinions,request_or_command,9,medium,,,,,,
GH0987,"Please do not be angry, it was a mistake.",Feelings & Opinions,request_or_command,9,medium,,,,,,
GH0988,The price of everything has gone up this year.,Market & Shopping,statement,9,medium,,,,,,
GH0989,We have been living in this house for ten years.,Family & Home,statement,10,medium,,,,,,
GH0990,We are saving money to repair the roof before the rainy season starts.,Family & Home,statement,13,long,,,,,,
GH0991,Are you the one who came yesterday?,Greetings & Farewells,question,7,medium,,,,,,
GH0992,Do you have change?,Market & Shopping,question,4,short,,,,,,
GH0993,Take an umbrella with you because the sky has been dark since morning.,Weather & Environment,request_or_command,13,long,,,,,,
GH0994,Which car goes to Circle?,Transport & Travel,question,5,short,,,,,,
GH0995,Is it going to rain?,Weather & Environment,question,5,short,,,,,,
GH0996,The fare from here to Kaneshie is seven cedis.,Transport & Travel,statement,9,medium,,,,,,
GH0997,Let us clean the compound.,Weather & Environment,request_or_command,5,short,,,,,,
GH0998,The customer is waiting.,Work & Business,statement,4,short,,,,,,
GH0999,The fish is fresh.,Food & Eating,statement,4,short,,,,,,
GH1000,Are the children back from school yet?,Family & Home,question,7,medium,,,,,,
